trial star/#dMass star/dMass planet/#dMass planet/dMass planet/dEnvelopeMass planet/dOrbPeriod 
rand_1816 4.961787 1.310000 3.490306 -6.461621 -1.454294 -33.498221 
rand_1817 3.194529 0.807716 9.225379 -1.990954 -0.062448 -38.424636 
rand_1818 4.965827 1.277748 1.665123 -1.021187 -0.010185 -46.643148 
rand_1819 2.304234 1.180000 7.545115 -3.327593 -0.242231 -21.872125 
rand_1820 4.260025 0.947670 0.323657 -1.812537 -0.047434 -19.018345 
rand_1821 4.719655 1.203578 4.109656 -0.897121 -0.007028 -15.915714 
rand_1822 3.412764 1.258700 4.457094 -1.950271 -0.056785 -14.568026 
rand_1823 2.700339 0.790000 17.572719 -5.809241 -1.081512 -27.904077 
rand_1824 4.320925 1.023993 2.805659 -1.969870 -0.058940 -26.187548 
rand_1825 2.528295 1.200000 8.521602 -3.300804 -0.238295 -31.426081 
rand_1826 1.450637 0.880000 2.811495 -1.352528 -0.021770 -51.514334 
rand_1827 3.046649 1.030000 1.228331 -2.420515 -0.103340 -20.681247 
rand_1828 1.185427 0.222351 2.815844 -1.903305 -0.053190 -41.816077 
rand_1829 2.306352 1.123733 0.441000 -0.565038 -0.002019 -36.589546 
rand_1830 2.498798 1.128073 5.509887 -2.967437 -0.181864 -16.400472 
rand_1831 1.070884 0.830000 1.273465 -1.488883 -0.027369 -37.049448 
rand_1832 2.484183 1.190000 2.064628 -4.141029 -0.439007 -45.359031 
rand_1833 2.191423 1.070000 2.828761 -6.067218 -1.232960 -43.372106 
rand_1834 5.076639 0.970000 3.340090 -3.399147 -0.255080 -17.046015 
rand_1835 5.618898 0.880000 2.846577 -1.405414 -0.023709 -52.789913 
rand_1836 6.453788 1.341844 34.706465 -3.379477 -0.253622 -15.141674 
rand_1837 2.056884 1.094832 3.339905 -0.912000 -0.007416 -28.284464 
rand_1838 4.254612 1.302035 0.824182 -2.253275 -0.084782 -25.321972 
rand_1839 3.281039 1.107281 9.588920 -2.887381 -0.165023 -42.200226 
rand_1840 2.522205 0.970000 1.011819 -6.779359 -1.667790 -47.017343 
rand_1841 2.594759 0.660000 2.169147 -3.396179 -0.253110 -38.190392 
rand_1842 2.946708 1.260000 1.048440 -5.788849 -1.089650 -46.190406 
rand_1843 2.688811 0.790000 0.806104 -1.329021 -0.020510 -23.386819 
rand_1844 2.917938 1.270382 3.423046 -0.355766 -0.000582 -42.778977 
rand_1845 1.014141 0.930000 3.472714 -3.519299 -0.280970 -24.977351 
rand_1846 2.735518 1.123440 1.808328 -1.767923 -0.044515 -23.200315 
rand_1847 1.405177 0.880000 3.004291 -5.561652 -0.972266 -32.023049 
rand_1848 1.791450 0.550000 0.578187 -4.363834 -0.511905 -52.192829 
rand_1849 3.853906 1.110000 1.384763 -3.952820 -0.393008 -40.267053 
rand_1850 0.821458 1.080000 0.160136 -1.426742 -0.024101 -38.050114 
rand_1851 2.670259 1.276168 1.151479 -2.388083 -0.099385 -44.190114 
rand_1852 9.897309 0.940000 0.716543 -1.365359 -0.022210 -19.048700 
rand_1853 4.295189 0.632191 0.998622 -1.336312 -0.020884 -28.478037 
rand_1854 1.338163 0.940000 5.690386 -4.711276 -0.625617 -16.615736 
rand_1855 1.691192 0.618488 5.692355 -2.543596 -0.117437 -43.568087 
rand_1856 4.458407 1.020000 5.292302 -1.866874 -0.051039 -59.969175 
rand_1857 4.751299 0.202430 0.718809 -4.138758 -0.430376 -37.537258 
rand_1858 6.207091 0.167027 0.685508 -1.976071 -0.060097 -24.968935 
rand_1859 3.920436 1.100000 0.214361 -2.914402 -0.169916 -46.899335 
rand_1860 2.966909 1.110695 6.287399 -1.613587 -0.034137 -13.078417 
rand_1861 1.126852 1.130000 6.493696 -3.467930 -0.268289 -44.838271 
rand_1862 4.463598 0.544272 3.763221 -2.639052 -0.130268 -40.085344 
rand_1863 1.787658 1.070000 1.771756 -3.502000 -0.280378 -44.144407 
rand_1864 2.950509 0.275275 2.149171 -4.062019 -0.414897 -24.567102 
rand_1865 1.311632 0.800000 1.895098 -4.990065 -0.734144 -33.909880 
rand_1866 1.226985 1.032076 1.925158 -2.326713 -0.092164 -43.173149 
rand_1867 1.149824 1.160000 0.203459 -1.776001 -0.045588 -29.530719 
rand_1868 5.645047 1.040000 2.914593 -1.325132 -0.020245 -49.153909 
rand_1869 3.808629 0.960000 5.191489 -3.179750 -0.216917 -10.729638 
rand_1870 2.052332 1.310000 2.777023 -3.735281 -0.333787 -33.016057 
rand_1871 4.148829 0.727777 1.119146 -1.598124 -0.033729 -19.191712 
rand_1872 1.310037 1.220828 1.115116 -0.510476 -0.001531 -49.740914 
rand_1873 2.813263 0.512312 0.896122 -3.824048 -0.352749 -28.500043 
rand_1874 1.457982 1.250000 2.209426 -4.482929 -0.544731 -51.499458 
rand_1875 2.464321 0.720000 2.115156 -2.937811 -0.172004 -26.968850 
rand_1876 1.811436 0.940000 1.560151 -6.093543 -1.240683 -33.558725 
rand_1877 6.804673 0.870000 7.429524 -5.796398 -1.066221 -31.486052 
rand_1878 2.225642 1.043998 11.194728 -0.896337 -0.007025 -31.963846 
rand_1879 1.265141 0.820000 3.268676 -1.942689 -0.057439 -36.940030 
rand_1880 4.045416 1.000000 21.337784 -5.726794 -1.046764 -34.616038 
rand_1881 5.428049 0.500000 22.095869 -4.102258 -0.431220 -52.968498 
rand_1882 3.951341 0.425123 6.307104 -0.939133 -0.007961 -35.860002 
rand_1883 1.768886 0.780000 2.128506 -4.087610 -0.420779 -57.180624 
rand_1884 2.879009 1.010000 1.030669 -4.995118 -0.727188 -34.565637 
rand_1885 2.938240 1.020000 1.534024 -2.206375 -0.080815 -35.732106 
rand_1886 1.814389 0.790000 0.830961 -3.346634 -0.246727 -15.627612 
rand_1887 3.071228 0.680000 0.557659 -2.759622 -0.145880 -23.113705 
rand_1888 4.079003 0.568554 0.843564 -2.549776 -0.119354 -34.545577 
rand_1889 3.847517 0.455967 10.627133 -2.175342 -0.076310 -34.213328 
rand_1890 3.084647 1.050000 7.751899 -5.231400 -0.825019 -48.236025 
rand_1891 2.212640 0.896266 4.068466 -1.671678 -0.038248 -12.491576 
rand_1892 2.324954 0.970000 1.931866 -1.849465 -0.050561 -20.221735 
rand_1893 2.331069 0.760000 0.138017 -3.042939 -0.189276 -58.073383 
rand_1894 2.482540 1.000000 1.122434 -6.023279 -1.186955 -28.262982 
rand_1895 3.196495 0.454233 5.498114 -0.257605 -0.000235 -47.185988 
rand_1896 5.211937 0.860000 0.501748 -3.047029 -0.193403 -28.513032 
rand_1897 2.712499 0.669148 3.014047 -1.414863 -0.024151 -18.172447 
rand_1898 3.226176 0.820000 10.430356 -1.810212 -0.046935 -24.984511 
rand_1899 2.966637 0.650000 5.539588 -1.663003 -0.037719 -16.266619 
rand_1900 0.918657 1.280000 2.728657 -7.731083 -2.371696 -18.877536 
rand_1901 2.704856 0.356883 4.380694 -1.052423 -0.010655 -34.269243 
rand_1902 3.386019 0.928536 1.389471 -2.739959 -0.140468 -20.495270 
rand_1903 4.335353 0.740000 14.346893 -3.511305 -0.282842 -50.986140 
rand_1904 1.246820 1.258684 3.167006 -2.966961 -0.180811 -16.167042 
rand_1905 2.609717 1.020149 1.858592 -3.197608 -0.221941 -31.903969 
rand_1906 1.449815 1.000000 1.906273 -2.814077 -0.154213 -39.401023 
rand_1907 3.070711 1.040000 3.143647 -2.183594 -0.079321 -36.458372 
rand_1908 3.127024 1.040000 4.703785 -5.824688 -1.127673 -53.254126 
rand_1909 3.119869 0.750000 0.773166 -4.410868 -0.522841 -10.450005 
rand_1910 1.696464 1.299230 4.457510 -2.156792 -0.075974 -10.390298 
rand_1911 3.093383 0.990000 3.363172 -4.326748 -0.499787 -50.624891 
rand_1912 1.978030 0.980000 7.554564 -9.383172 -3.998741 -17.448260 
rand_1913 0.921797 0.977479 7.932700 -1.504347 -0.028522 -28.530201 
rand_1914 2.734940 0.480000 5.790047 -1.642289 -0.036513 -13.464465 
rand_1915 1.909354 0.781957 0.886176 -1.491875 -0.027826 -27.964159 
rand_1916 2.998191 1.110000 28.955156 -4.790467 -0.648293 -14.136714 
rand_1917 2.591164 0.750000 2.633846 -4.891351 -0.679987 -27.575732 
rand_1918 1.994984 0.750000 4.127758 -1.178630 -0.014776 -40.306906 
rand_1919 3.965950 0.358355 2.633876 -4.497991 -0.545327 -36.911403 
rand_1920 3.827880 0.966647 1.714677 -2.343046 -0.093694 -11.366541 
rand_1921 3.076230 0.820414 10.443296 -2.711162 -0.139486 -46.793167 
rand_1922 4.691657 0.880000 1.704814 -1.375473 -0.022058 -59.610448 
rand_1923 2.829388 0.444756 9.523777 -4.010794 -0.401868 -24.662842 
rand_1924 1.259657 0.540000 4.811607 -1.960658 -0.058746 -42.539395 
rand_1925 3.234382 1.010000 3.222192 -4.544991 -0.560758 -16.672064 
rand_1926 2.601104 1.090000 6.123632 -3.547132 -0.286538 -57.649382 
rand_1927 1.073214 1.080000 4.975918 -3.686201 -0.320641 -55.731368 
rand_1928 3.209796 1.100000 0.892635 -5.742510 -1.059945 -43.912029 
rand_1929 5.055511 1.300000 2.340053 -4.149034 -0.436039 -57.896438 
rand_1930 3.469212 0.830000 0.246691 -1.643836 -0.036137 -52.516290 
rand_1931 8.368845 0.990000 4.127331 -4.808517 -0.655939 -41.272980 
rand_1932 3.963228 1.120000 1.286338 -3.975123 -0.397249 -18.639152 
rand_1933 7.978385 1.230930 1.820985 -4.285422 -0.490045 -35.311893 
rand_1934 1.631810 0.450000 30.578729 -2.927999 -0.172001 -24.853219 
rand_1935 2.659011 0.687755 4.359732 -2.494277 -0.111620 -38.720948 
rand_1936 2.197643 0.820000 1.222084 -1.112840 -0.012717 -17.813108 
rand_1937 2.790901 1.160000 1.663203 -6.104552 -1.270912 -24.877138 
rand_1938 1.653131 0.847667 0.432145 -1.095930 -0.011878 -30.228671 
rand_1939 2.691505 0.540000 0.145485 -2.319329 -0.091995 -12.525868 
rand_1940 1.203502 0.740000 0.256071 -2.706695 -0.140988 -41.260692 
rand_1941 6.444377 1.253349 0.218508 -2.853079 -0.158351 -48.021238 
rand_1942 1.927377 0.672161 2.643078 -1.893266 -0.052578 -34.612967 
rand_1943 3.015364 0.439855 0.940843 -2.043859 -0.066449 -18.952641 
rand_1944 2.424388 1.034511 0.164307 -1.751062 -0.042226 -24.759483 
rand_1945 6.981558 0.812780 17.448289 -2.212437 -0.081815 -25.163180 
rand_1946 5.105971 0.890000 1.219116 -1.678495 -0.037943 -33.436514 
rand_1947 2.525238 1.070000 4.820938 -0.763010 -0.004485 -35.357465 
rand_1948 1.853241 1.200000 2.900471 -2.823677 -0.154081 -24.384652 
rand_1949 4.021653 0.880000 2.276882 -2.546021 -0.117070 -46.555005 
rand_1950 1.850319 0.700000 8.759749 -4.006418 -0.401403 -13.645125 
rand_1951 2.417929 1.297329 0.258790 -3.384648 -0.258846 -11.004022 
rand_1952 1.981118 1.032844 1.025247 -3.043736 -0.190973 -11.548298 
rand_1953 2.517459 0.540000 0.828083 -3.809744 -0.353185 -49.551498 
rand_1954 1.439259 1.070000 4.883038 -0.975435 -0.008838 -52.751145 
rand_1955 2.944999 1.020000 3.208274 -7.434243 -2.131586 -29.077931 
rand_1956 2.165576 1.007577 12.308899 -3.784602 -0.339258 -48.087536 
rand_1957 1.694252 0.850000 7.226459 -7.694489 -2.359840 -37.436919 
rand_1958 1.045354 1.060000 3.947618 -2.574457 -0.122127 -40.369052 
rand_1959 0.810601 0.875447 3.475308 -0.883396 -0.006712 -45.351563 
rand_1960 2.090285 0.780000 9.751342 -2.719723 -0.143595 -50.823361 
rand_1961 1.181151 1.312278 2.177796 -0.973410 -0.008893 -13.320102 
rand_1962 5.922611 1.275304 2.413905 -1.165612 -0.014106 -17.546986 
rand_1963 2.449156 0.800000 4.126641 -5.105288 -0.785204 -59.184443 
rand_1964 4.178917 0.840000 4.358694 -2.321418 -0.091474 -31.949105 
rand_1965 1.970968 1.170000 0.410071 -4.007292 -0.401501 -40.328489 
rand_1966 3.673932 1.010000 13.070940 -5.345390 -0.874952 -12.597035 
rand_1967 5.608204 1.200000 3.209732 -2.124656 -0.072634 -26.496739 
rand_1968 1.920039 0.488538 3.098256 -2.098255 -0.070341 -13.436651 
rand_1969 4.889955 1.210000 0.855088 -7.812578 -2.453379 -16.473946 
rand_1970 4.464728 1.020000 1.380774 -2.747284 -0.144604 -20.538222 
rand_1971 3.984160 1.323188 4.150051 -0.787383 -0.004987 -44.403088 
rand_1972 1.156600 1.124419 1.844211 -1.323265 -0.020346 -28.352067 
rand_1973 3.300618 1.374311 4.929661 -1.945747 -0.056918 -26.343034 
rand_1974 4.507430 0.610000 8.408468 -2.775512 -0.147136 -30.417267 
rand_1975 3.700097 0.930000 1.585392 -1.127038 -0.013049 -49.939373 
rand_1976 2.384845 1.040000 5.068946 -1.561993 -0.031358 -15.283891 
rand_1977 4.272938 0.880000 6.182627 -1.641077 -0.037162 -37.778972 
rand_1978 1.721047 1.210000 1.700569 -4.588279 -0.576456 -52.462418 
rand_1979 5.161758 1.210605 8.282980 -1.033140 -0.010080 -35.185502 
rand_1980 6.465084 0.836544 3.002921 -3.048614 -0.192176 -10.635011 
rand_1981 2.491912 1.180000 3.262650 -5.584495 -0.980102 -27.912037 
rand_1982 3.356401 0.449948 6.383985 -2.959579 -0.177843 -18.599458 
rand_1983 2.159895 1.140000 0.171582 -3.660407 -0.321110 -54.712713 
rand_1984 3.105051 1.207465 2.173509 -0.185100 -0.000099 -18.592134 
rand_1985 2.543756 1.070000 1.974464 -3.886005 -0.367294 -50.788445 
rand_1986 2.581082 1.290000 0.316454 -8.729391 -3.297033 -50.985661 
rand_1987 2.387297 0.936135 0.743748 -1.463622 -0.026549 -13.714235 
rand_1988 1.671455 1.170000 14.772688 -2.889302 -0.163391 -58.704975 
rand_1989 2.356038 1.070403 0.129526 -2.233796 -0.083408 -41.488438 
rand_1990 1.752226 0.848988 1.452503 -2.102431 -0.070671 -47.192190 
rand_1991 4.269599 0.944064 1.323061 -2.106771 -0.071732 -12.172279 
rand_1992 2.111757 0.680000 0.825023 -2.660935 -0.131651 -49.080535 
rand_1993 2.334459 1.140000 1.195480 -6.131572 -1.253547 -42.958930 
rand_1994 4.387074 0.880000 24.190470 -6.217241 -1.314533 -18.768216 
rand_1995 2.099716 0.930000 1.414556 -5.815007 -1.094611 -54.819289 
rand_1996 3.710113 1.080000 0.449344 -5.292322 -0.843737 -56.478881 
rand_1997 2.050834 1.161246 1.187287 -2.616130 -0.128201 -40.571844 
rand_1998 2.660261 0.689988 2.752112 -3.225076 -0.223478 -33.742397 
rand_1999 2.120645 0.730000 2.346606 -3.458957 -0.271632 -52.150207 
rand_2000 4.451870 0.730000 4.815538 -1.040038 -0.010623 -49.487144 
rand_2001 1.589919 1.210000 3.475474 -5.782375 -1.063517 -18.111238 
rand_2002 2.519448 1.040000 5.396694 -9.537546 -4.206235 -49.410659 
rand_2003 3.480961 0.690000 2.059040 -3.687431 -0.324314 -49.713616 
rand_2004 7.172446 0.136697 23.737781 -2.080157 -0.068971 -20.919565 
rand_2005 1.957491 1.050000 2.719469 -2.762306 -0.149246 -33.532743 
rand_2006 2.954679 0.690000 1.329658 -4.494359 -0.539703 -18.128363 
rand_2007 5.671637 0.840000 0.263863 -5.134947 -0.795363 -12.118921 
rand_2008 4.270418 1.390538 6.949772 -0.424092 -0.000918 -37.919829 
rand_2009 1.575845 1.100000 0.278896 -3.578522 -0.294093 -17.098731 
rand_2010 2.877041 1.166503 2.460819 -0.724967 -0.003991 -41.701204 
rand_2011 2.181944 0.898411 3.237361 -2.717305 -0.140267 -43.099699 
rand_2012 0.884813 0.880000 1.538410 -4.571291 -0.583210 -11.120849 
rand_2013 2.011093 0.810000 0.999731 -1.443216 -0.025906 -29.670348 
rand_2014 2.257857 0.970000 5.689438 -4.400727 -0.513192 -56.183202 
rand_2015 2.637699 0.900000 3.537690 -2.725803 -0.142453 -36.248339 
rand_2016 1.732900 1.294539 0.282794 -1.467158 -0.026741 -42.206839 
rand_2017 1.856054 1.103113 11.576432 -3.031962 -0.190020 -29.331501 
rand_2018 2.724690 1.302161 3.102361 -1.106848 -0.012316 -48.405049 
rand_2019 2.702875 0.961464 1.648415 -2.198357 -0.078988 -33.404151 
rand_2020 1.562382 1.340000 0.533916 -2.451687 -0.107033 -25.949793 
rand_2021 3.098364 0.900000 10.767096 -3.021415 -0.188186 -59.727076 
rand_2022 1.993623 1.058706 2.781173 -0.629023 -0.002625 -35.521401 
rand_2023 2.123035 1.180000 9.564613 -3.040963 -0.188021 -47.400416 
rand_2024 3.714367 1.150000 16.194295 -4.947163 -0.719772 -42.873165 
rand_2025 3.242424 1.052617 1.052728 -4.382025 -0.509740 -31.860231 
rand_2026 5.030588 0.445310 20.701339 -1.573839 -0.032041 -49.580978 
rand_2027 1.908632 1.170000 11.369662 -5.771000 -1.065205 -15.004033 
rand_2028 5.325018 0.729583 1.074658 -3.644232 -0.308293 -48.262013 
rand_2029 1.787119 1.070000 5.816930 -2.717489 -0.141136 -15.866308 
rand_2030 2.009693 1.110000 4.762026 -3.578043 -0.298863 -58.563552 
rand_2031 2.411636 1.060000 1.397178 -1.964003 -0.059501 -16.974698 
rand_2032 1.910770 0.870000 2.903498 -0.956376 -0.008591 -17.666424 
rand_2033 2.329806 0.920000 0.466488 -5.287753 -0.855328 -47.503999 
rand_2034 3.052626 0.684880 1.028145 -3.139002 -0.209822 -11.874845 
rand_2035 1.741899 0.960000 0.620390 -3.431939 -0.261723 -37.756292 
rand_2036 3.006347 1.120000 1.053120 -10.329474 -5.165196 -45.961419 
rand_2037 1.556302 0.680000 2.869898 -5.579927 -0.986506 -46.072334 
rand_2038 2.400773 1.030000 1.938375 -3.743547 -0.336695 -36.095618 
rand_2039 0.969959 0.800000 18.133592 -2.406996 -0.100182 -21.232917 
rand_2040 6.550767 0.970000 6.118391 -2.451806 -0.106843 -40.775953 
rand_2041 4.105348 1.047371 3.673185 -1.824837 -0.048785 -20.989277 
rand_2042 4.968112 0.610000 2.329268 -1.197651 -0.015491 -11.292679 
rand_2043 2.512128 1.040000 11.945035 -3.196991 -0.220977 -17.347353 
rand_2044 3.791123 1.029936 18.210748 -1.073223 -0.011398 -10.398136 
rand_2045 4.893023 0.510000 1.557416 -1.818228 -0.048202 -15.696619 
rand_2046 3.041481 1.115651 1.504107 -3.074451 -0.194734 -20.971547 
rand_2047 2.596695 0.780000 2.039267 -4.314921 -0.490931 -14.131666 
rand_2048 4.187972 0.560000 2.057362 -4.443673 -0.524819 -36.228148 
rand_2049 2.572934 1.024557 2.765613 -1.596302 -0.033242 -48.620010 
rand_2050 2.010582 0.210000 0.549772 -1.143410 -0.013607 -12.526617 
rand_2051 2.119187 0.761882 1.890723 -2.926342 -0.170775 -39.045470 
rand_2052 1.085529 1.080000 0.349760 -2.778233 -0.146923 -29.704675 
rand_2053 1.045193 1.120000 18.923231 -0.888603 -0.006806 -46.818100 
rand_2054 2.476878 1.160000 10.213488 -5.483735 -0.950903 -36.706215 
rand_2055 1.816296 0.880000 2.270286 -6.928639 -1.787191 -37.192565 
rand_2056 3.910285 0.779504 1.878063 -1.899957 -0.053879 -32.733412 
rand_2057 3.352921 1.056764 3.069710 -2.839688 -0.158120 -43.397583 
rand_2058 2.461392 1.171706 1.167642 -1.353995 -0.021266 -18.267803 
rand_2059 4.564673 1.110000 1.012738 -1.781832 -0.044365 -41.578547 
rand_2060 1.201393 0.730000 4.936639 -4.855204 -0.671573 -44.934600 
rand_2061 5.510780 1.060000 2.092812 -4.346630 -0.497962 -56.999095 
rand_2062 2.070180 1.150000 0.825611 -2.570315 -0.120453 -41.929833 
rand_2063 3.209849 0.670000 2.833012 -4.461598 -0.543174 -20.343110 
rand_2064 1.708829 1.036784 2.842282 -1.418916 -0.024810 -30.597485 
rand_2065 2.411261 1.140000 3.256366 -3.489786 -0.277473 -54.033323 
rand_2066 3.535979 1.308734 0.309246 -1.531601 -0.029983 -43.448081 
rand_2067 3.690188 1.090000 4.132743 -3.694188 -0.323727 -55.957150 
rand_2068 8.342933 0.250000 7.471196 -0.562212 -0.002005 -26.688105 
rand_2069 4.571076 0.590000 1.654045 -2.985786 -0.183214 -15.003572 
rand_2070 3.245862 1.059620 3.959064 -1.409849 -0.023701 -10.885196 
rand_2071 5.565727 1.118839 3.539214 -2.439799 -0.105147 -20.227132 
rand_2072 2.676512 0.910000 2.204855 -2.876288 -0.163492 -31.723246 
rand_2073 3.186342 0.710000 0.768102 -2.445376 -0.105652 -18.279668 
rand_2074 5.199040 1.030000 2.916555 -5.679108 -1.021553 -17.218352 
rand_2075 2.129140 0.600000 0.708549 -2.463333 -0.107423 -28.955353 
rand_2076 3.055229 0.950000 4.360850 -3.213370 -0.224292 -57.714444 
rand_2077 3.076787 0.721330 4.090728 -3.321416 -0.239663 -20.356588 
rand_2078 3.196845 0.880000 0.876821 -3.969148 -0.393566 -41.925329 
rand_2079 2.088543 0.759902 4.248234 -1.562641 -0.031898 -14.116878 
rand_2080 2.043801 0.720000 0.660792 -2.723043 -0.139673 -15.458218 
rand_2081 3.585519 1.312655 0.978802 -2.139278 -0.074008 -48.270619 
rand_2082 3.042655 0.840000 1.225201 -3.337643 -0.246949 -33.392309 
rand_2083 6.121709 1.261444 4.611025 -0.799645 -0.005187 -13.126060 
rand_2084 4.590435 1.080000 2.520146 -3.669022 -0.318637 -50.354348 
rand_2085 2.147392 1.160000 3.034420 -0.459350 -0.001167 -45.140277 
rand_2086 1.168201 1.100000 0.834830 -1.611705 -0.034315 -41.301338 
rand_2087 1.738252 0.905763 2.272824 -2.080924 -0.068677 -28.695475 
rand_2088 2.676523 0.920000 2.585238 -7.832470 -2.492441 -47.384388 
rand_2089 3.357120 0.780000 7.502079 -1.594928 -0.033790 -35.080674 
rand_2090 3.994700 0.970000 1.162034 -6.113081 -1.276988 -32.530350 
rand_2091 2.168908 1.000000 4.889299 -0.964264 -0.008553 -30.565827 
rand_2092 4.022103 0.860000 12.739472 -2.908390 -0.167386 -43.267042 
rand_2093 4.599942 1.060000 4.104662 -6.749347 -1.619477 -52.858154 
rand_2094 2.137822 0.820000 1.103338 -5.868113 -1.137976 -18.335832 
rand_2095 2.988444 0.381010 3.102268 -4.036567 -0.413419 -39.737986 
rand_2096 1.645422 1.062219 3.285859 -0.365592 -0.000628 -26.909985 
rand_2097 2.879568 0.837453 2.383331 -2.401236 -0.099803 -13.517672 
rand_2098 3.328014 1.000000 4.797595 -0.446744 -0.001067 -25.234954 
rand_2099 1.626351 1.032318 2.497560 -0.887566 -0.006918 -34.908628 
rand_2100 0.862315 0.780000 0.492911 -7.006968 -1.860631 -56.289902 
rand_2101 5.149693 0.837716 3.519240 -1.915077 -0.054381 -48.191654 
rand_2102 3.979290 0.533846 7.834416 -1.504602 -0.028199 -10.618511 
rand_2103 1.334905 1.305705 2.812304 -1.352343 -0.021395 -30.005254 
rand_2104 2.073937 1.105367 2.348468 -2.352789 -0.096459 -43.539795 
rand_2105 3.144389 1.080000 1.120238 -4.616510 -0.586611 -59.527804 
rand_2106 1.488353 0.191680 2.246702 -2.375590 -0.098671 -45.287378 
rand_2107 3.014451 0.808021 18.333899 -2.255695 -0.085037 -20.321017 
rand_2108 5.988130 1.270000 6.843147 -3.817776 -0.348154 -54.646768 
rand_2109 1.898177 1.157185 4.441912 -3.454283 -0.270800 -31.525332 
rand_2110 8.662230 0.840000 11.902222 -2.441086 -0.105337 -59.761106 
rand_2111 2.671195 1.080000 1.182063 -7.870668 -2.501829 -41.267192 
rand_2112 1.317711 1.056719 0.182934 -2.392374 -0.100636 -33.365296 
rand_2113 0.981586 1.010000 1.976263 -8.442241 -3.048531 -47.484408 
rand_2114 1.467724 0.474683 5.195097 -2.365302 -0.096520 -34.994340 
rand_2115 1.536628 1.310000 5.013980 -4.161344 -0.457324 -21.365345 
rand_2116 3.718196 0.770000 1.382987 -3.983254 -0.400137 -43.066269 
rand_2117 1.045192 0.900000 5.080295 -3.641093 -0.305048 -32.551360 
rand_2118 2.496909 0.850000 7.011602 -2.815246 -0.154031 -26.715524 
rand_2119 1.126101 0.773867 1.666128 -1.303094 -0.019413 -48.239019 
